ip,app,device,os,channel,click_time,attributed_time
212023,10,1,8,113,73739,33
77840,12,1,19,205,73739,1000000
49487,19,462,0,213,73741,2116
50482,20,1,19,259,73742,5217
204776,18,1,13,134,73743,1000000
49487,20,2,19,259,73746,56583
130890,19,0,0,268,73748,38768
100867,15,1,19,245,73748,1000000
192276,19,0,0,213,73751,35
99959,15,1,18,245,73751,22377
67628,3,1,31,379,73751,1000000
70780,109,0,38,347,73755,1000000
115975,29,1,22,343,73758,18063
90485,15,1,8,140,73759,1000000
175106,51,0,29,203,73760,50
157637,19,0,21,213,73762,49
197229,12,1,19,259,73763,1000000
17491,3,2,11,379,73766,1000000
201861,15,1,1,315,73770,22
69653,2,1,17,122,73770,1000000
137707,3,1,40,115,73770,29
21293,9,1,9,258,73773,1000000
93955,9,1,15,134,73777,1000000
150059,8,1,19,259,73779,26964
192576,19,0,0,213,73781,66747
432,14,1,18,442,73781,1000000
137629,2,1,6,122,73782,36
203932,15,1,27,140,73784,1000000
67037,2,1,13,237,73788,1000000
137629,3,1,6,489,73789,51
176930,10,1,13,377,73791,19048
5918,12,1,15,265,73792,1000000
157729,3,1,1,466,73793,32
139389,19,0,0,213,73793,82
190063,15,1,10,245,73795,1000000
170900,19,0,0,213,73797,1526
204876,79,1,13,213,73799,223
2509,12,1,8,245,73799,1000000
67658,8,1,19,145,73802,3270
86840,15,1,10,245,73803,1000000
108881,8,1,10,145,73804,30211
64960,9,1,6,258,73807,1000000
45745,19,0,0,268,73807,1195
40371,21,1,13,128,73810,1000000
84942,9,1,17,234,73813,1000000
58982,2,1,19,435,73817,1000000
1923,12,1,9,245,73822,1000000
71367,3,1,13,137,73827,1000000
108881,8,1,10,145,73827,18978
200290,19,0,0,213,73828,24
175233,29,1,17,343,73830,977
95856,18,1,6,107,73831,1000000
133895,20,2,25,259,73835,1000000
47326,19,0,0,213,73836,102
135624,19,0,21,347,73839,15459
81643,20,1,17,259,73839,1000000
88645,35,1,13,274,73842,7807
125027,36,1,19,373,73844,1000000
94539,35,1,8,274,73847,28253
111186,9,1,18,234,73848,1000000
189882,12,1,40,328,73849,43
92712,15,1,13,245,73850,553
113263,18,1,1,439,73852,1000000
163878,29,1,22,213,73856,84
102897,23,1,19,153,73857,1000000
165581,29,1,8,213,73860,76
195127,5,1,3,113,73860,34
42363,21,1,18,128,73861,1000000
183447,19,0,29,333,73866,64
64588,1,1,8,153,73866,1000000
121108,25,1,47,259,73871,1000000
203407,19,0,29,213,73873,45
125027,36,1,19,373,73875,1000000
208796,35,1,22,274,73875,14852
174905,35,1,17,274,73876,11060
161671,15,1,19,140,73878,1000000
20996,21,1,15,128,73883,1000000
35996,1,1,6,135,73886,41
57859,8,1,20,145,73887,1000000
188794,72,1,16,101,73887,138
182568,72,1,13,101,73890,91
41980,2,1,19,477,73891,1000000
200883,19,100,0,213,73893,27
136574,1,1,13,134,73894,1000000
143965,2,1,28,435,73895,26
194612,12,1,34,245,73898,1000000
107173,26,1,19,121,73902,1000000
143965,3,1,28,173,73902,37
209009,19,0,24,213,73903,102
106738,3,1,35,115,73905,1000000
3002,11,1,13,481,73906,30691
86420,12,1,13,259,73909,1000000
107922,9,1,19,234,73913,1000000
196130,3,1,6,409,73915,61
193406,18,1,16,121,73917,1000000
153894,15,1,1,386,73919,27
195213,19,0,29,213,73920,38
28751,14,1,13,123,73921,1000000
173521,79,1,9,213,73923,63
197235,19,0,24,213,73924,454
2603,8,1,17,145,73925,1000000
204428,19,50,0,213,73926,166
153894,2,1,1,469,73926,30
194091,19,0,0,213,73927,66
116012,19,0,24,213,73928,38
161744,19,40,24,213,73929,46
14489,15,1,13,153,73930,1000000
8397,20,1,19,259,73933,21629
83348,2,1,9,237,73934,1000000
203932,15,1,27,140,73937,1000000
3889,15,1,17,245,73941,1000000
72287,29,1,22,101,73942,46
121700,18,1,5,107,73945,1000000
15696,2,1,10,219,73948,1000000
38449,10,1,25,113,73951,14617
77951,15,1,13,386,73952,1000000
140246,29,1,19,213,73955,47
11977,18,1,17,121,73956,1000000
210405,19,0,21,213,73956,114
118663,1,1,17,153,73960,1000000
60156,9,1,19,134,73961,9195
45425,12,1,8,245,73964,1000000
122495,19,0,24,213,73966,52168
77476,9,1,8,442,73967,1000000
132950,19,0,59,213,73968,59
159957,19,0,0,213,73970,58
124897,21,1,19,128,73971,1000000
206093,10,1,31,113,73973,35
181542,14,1,18,463,73975,1000000
164034,5,1,17,113,73977,36
19280,6,2,17,459,73979,1000000
197050,19,0,21,213,73981,134
29602,19,0,24,213,73982,15082
6806,28,1,53,135,73983,1000000
36407,66,1,19,101,73986,92
68379,12,1,9,424,73987,1000000
97079,12,1,20,145,73991,1000000
8179,1,1,18,153,73994,1000000
201441,18,1,25,121,73995,29075
125070,19,0,24,213,73998,1000000
3964,6,1,15,459,74001,1000000
52596,24,1,13,178,74005,1000000
93054,12,1,35,259,74008,1000000
202687,29,1,10,213,74009,90
70643,15,1,22,245,74012,1000000
173511,3,1,40,130,74013,55
67407,12,1,13,145,74016,1000000
200873,230,0,24,213,74018,663
55893,3,1,13,480,74019,1000000
173858,3,1,28,19,74019,57
128815,19,0,0,213,74022,73
78707,18,1,18,121,74023,1000000
8505,2,1,6,205,74026,1000000
117605,29,1,19,213,74029,56753
180262,11,1,13,319,74030,1000000
206939,145,381,21,320,74030,77
42139,15,1,35,245,74034,1000000
105243,35,1,19,274,74034,7629
171789,167,1,35,213,74034,46
207081,35,1,20,274,74034,11005
191865,2,1,3,212,74037,1000000
149708,3,1,1,442,74039,24
67407,1,1,13,125,74040,1000000
111043,15,1,13,245,74044,1000000
132045,19,0,50,213,74047,144
31616,1,1,37,134,74047,1000000
212141,12,1,6,205,74050,35
202915,3,1,40,130,74051,53
39985,19,0,0,213,74051,167
138313,35,1,10,274,74051,52112
39985,19,0,0,213,74051,1000000
192068,14,1,6,463,74052,23
31817,18,1,28,107,74056,1000000
78754,15,1,1,245,74059,1000000
86039,9,1,18,215,74060,61166
7318,35,1,10,21,74060,15212
43855,19,3033,50,213,74063,1000000
175093,10,1,35,113,74064,28
114414,1,1,13,134,74067,1000000
143814,35,1,13,274,74069,22667
127757,3,1,6,409,74070,39
84942,12,1,19,245,74071,1000000
148621,14,1,10,449,74072,15851
29128,12,1,20,265,74075,1000000
114314,19,0,24,347,74078,255
59534,12,1,17,328,74079,1000000
135463,167,1,13,213,74079,202
123948,9,1,18,258,74082,1000000
44725,9,1,25,244,74086,1000000
145968,19,0,0,213,74087,57
61970,2,1,19,452,74090,1000000
211627,35,1,32,274,74091,14481
74501,35,1,17,274,74094,27080
136683,15,1,14,3,74094,1000000
194308,18,1,13,439,74098,1000000
2929,3,1,22,480,74102,1000000
195933,3,1,18,137,74106,1000000
161918,19,0,24,213,74107,95
138202,72,1,25,101,74107,265
155372,19,15,50,333,74108,158
73487,9,1,17,215,74110,1000000
84361,19,0,24,213,74110,16581
146288,5,1,34,113,74112,32
1748,23,1,13,153,74114,1000000
127704,8,1,18,145,74117,1000000
188267,72,1,13,101,74121,140
156956,23,1,11,153,74121,1000000
186569,55,1,15,101,74124,325
48569,26,1,13,121,74126,1000000
179682,29,1,3,213,74126,182
53454,15,1,20,140,74130,1000000
206868,15,1,19,3,74134,1000000
125070,19,0,24,213,74136,26409
116041,21,1,27,128,74138,1000000
57751,12,1,22,245,74142,1000000
198081,18,1,17,107,74146,1000000
52024,3,1,12,452,74151,1000000
139915,19,0,24,268,74155,93
7795,15,1,19,412,74155,1000000
200664,3,1,28,442,74156,24
210765,18,1,6,107,74157,2600
159702,2,1,19,364,74159,1000000
166636,8,1,13,145,74159,42030
139935,14,1,1,489,74161,21
137994,19,0,0,213,74161,59
52094,15,1,13,245,74163,1000000
120510,2,1,18,469,74167,1000000
177710,86,1,6,21,74168,19120
200664,2,1,28,219,74170,52
58346,18,1,15,121,74170,1000000
155057,19,154,50,333,74170,78
208113,19,0,50,213,74173,155
188714,19,581,24,213,74173,31
139935,1,1,1,377,74174,36
95788,27,1,14,153,74174,1000000
84612,3,1,13,135,74179,1000000
69100,21,1,37,128,74183,1000000
19812,19,16,0,213,74186,29096
188387,13,1,19,469,74187,1000000
160178,2,1,6,122,74189,29
200235,19,0,0,282,74190,64
5314,15,1,18,245,74191,1000000
194854,2,1,6,452,74191,21
40678,62,1,14,21,74192,25471
5121,9,1,13,134,74195,1000000
160178,3,1,6,489,74196,47
29591,3,1,40,424,74198,28
5044,18,3032,607,107,74200,1000000
156864,2,1,13,477,74203,1000000
194854,3,1,6,489,74204,42
29591,2,1,40,122,74204,41
53964,29,1,10,343,74205,33898
208776,3,1,6,442,74206,32
97457,2,1,47,219,74208,1000000
120503,6,1,2,459,74212,1000000
128508,10,1,10,113,74212,31
70032,35,1,19,274,74213,5196
146169,66,1,19,101,74215,78
165916,19,0,24,213,74215,136
4019,9,1,18,258,74216,1000000
56635,112,0,607,213,74216,213
44527,2,1,25,212,74221,1000000
130689,19,136,29,213,74222,163
93860,18,1,43,121,74225,1000000
148785,1,1,1,452,74229,23
165334,29,1,19,213,74230,550
97341,12,1,41,140,74230,1000000
92878,9,1,13,244,74230,7264
128101,29,1,20,213,74231,29
160842,5,1,17,113,74233,35
110292,15,1,19,245,74234,1000000
148785,2,1,1,469,74235,36
73487,2,1,16,477,74239,1000000
129662,29,1,15,213,74242,52
87778,15,1,13,140,74243,1000000
72459,29,1,19,213,74243,264
99309,8,1,30,145,74247,1000000
51299,10,1,10,101,74250,70
56988,2,1,19,237,74251,1000000
201629,9,1,13,442,74255,1000000
77048,23,1,31,153,74259,1000000
128862,19,172,59,213,74260,62
169198,19,0,50,347,74261,9646
4553,12,1,13,245,74264,1000000
176758,64,1,18,459,74268,1000000
121845,15,1,19,3,74272,1000000
91536,2,1,19,205,74276,1000000
209501,96,0,21,213,74278,23
185515,19,92,59,347,74279,56107
119289,18,1,3,107,74280,1000000
178002,72,1,16,101,74283,1549
180321,20,1,13,259,74284,1000000
105720,18,3032,607,107,74288,1000000
148196,15,1,28,379,74292,51
100275,18,1,37,121,74293,1000000
26464,50,0,24,213,74293,24696
199986,19,0,0,268,74293,6004
61798,8,1,3,145,74296,1000000
116425,2,1,22,364,74300,1000000
48170,13,1,32,477,74303,1000000
180024,18,1,13,121,74307,1000000
131825,10,1,3,113,74311,31
134459,2,1,30,205,74311,1000000
3178,29,1,19,282,74313,137
208491,19,0,24,347,74314,9223
156074,18,1,9,121,74315,1000000
123745,18,1,3,121,74318,1000000
68644,8,1,13,145,74322,1000000
195473,1,1,6,134,74323,22045
105637,21,1,18,128,74326,1000000
123759,8,1,13,145,74330,1000000
159611,3,1,40,205,74330,26
207993,3,1,6,409,74331,24
15384,12,1,6,205,74333,40
203932,1,1,27,134,74334,1000000
188186,11,1,19,319,74337,1000000
146195,1,1,40,317,74339,40
212265,8,1,13,259,74341,1000000
59837,2,1,19,469,74345,1000000
73927,12,1,20,328,74349,27408
117334,9,1,19,442,74349,1000000
113041,15,1,25,245,74351,20216
89996,481,1,18,213,74352,53
85329,9,1,17,258,74352,1000000
94808,18,1,13,107,74356,1000000
88131,15,1,18,245,74360,1000000
60725,10,1,3,377,74363,48384
187343,5,1,40,113,74364,29
45892,122,1,19,21,74364,1000000
178008,3,1,27,30,74366,67720
108341,12,1,13,409,74368,1000000
22324,35,1,22,274,74369,11228
114276,20,1,13,478,74372,1000000
76885,20,1,12,259,74372,17385
29385,21,1,9,128,74376,1000000
166358,1,1,17,178,74380,1000000
37531,14,1,19,489,74384,1000000
169417,19,18,0,213,74385,51
128842,12,1,13,140,74388,1000000
67407,24,1,13,105,74392,1000000
39268,51,0,24,203,74395,13945
47455,9,1,12,215,74396,1000000
123681,2,1,9,122,74399,15042
66254,18,1,19,121,74400,1000000
93340,29,1,13,213,74402,118
59377,29,1,19,210,74403,23700
147957,15,1,19,245,74404,1000000
48940,35,1,19,274,74405,12870
5314,18,1,27,134,74408,1000000
74889,15,1,6,245,74412,1000000
22804,10,1,19,113,74414,21854
107513,8,1,18,145,74416,1000000
114138,35,1,19,21,74418,28872
168295,3,1,13,115,74420,1000000
130128,12,1,9,259,74424,1000000
133553,72,1,19,101,74424,233
59189,9,1,13,442,74427,8648
157990,108,1,13,268,74428,14
124198,15,1,18,245,74428,1000000
20686,35,1,13,274,74429,6264
174043,19,0,0,213,74429,27
108881,12,1,19,245,74432,1000000
79927,15,1,16,245,74436,1000000
204862,1,1,28,135,74439,24
97716,1,1,22,178,74439,1000000
33134,6,1,13,459,74443,1000000
188305,155,1,17,213,74445,55
127081,14,1,13,463,74448,1000000
157293,10,1,8,113,74448,35
124953,2,1,17,205,74452,1000000
163013,29,1,13,213,74452,171
130458,12,1,1,328,74452,46
170065,19,16,0,213,74453,65
130872,19,530,21,333,74454,47
39209,24,2,15,105,74456,1000000
127119,19,651,21,213,74458,73
158843,19,0,24,268,74458,40
79731,13,1,19,469,74460,1000000
143109,2,1,6,219,74461,21
18182,15,1,13,245,74464,1000000
143109,1,1,6,137,74467,30
102614,2,1,37,122,74468,1000000
204847,190,1,31,101,74472,194
193464,3,1,13,424,74472,1000000
100135,19,0,21,343,74474,20797
132753,15,1,37,245,74476,45711
205156,19,0,24,213,74476,94
50136,20,1,19,259,74477,1000000
91536,2,1,19,477,74481,1000000
136587,3,1,40,409,74481,43
69995,12,1,13,259,74484,1000000
186009,5,1,20,113,74488,35
105475,15,2,9,245,74489,1000000
190025,3,1,40,480,74489,46
147957,9,1,15,442,74491,53
107954,6,1,9,459,74493,1000000
127968,2,1,6,122,74493,28
94466,1,1,19,452,74497,1000000
139811,15,1,6,265,74498,27
54125,215,3032,607,347,74501,1000000
39473,19,67,24,213,74504,18078
56635,9,1,13,234,74504,1000000
89182,66,1,17,101,74505,58
203130,19,0,0,213,74505,98
58204,9,1,13,258,74509,1000000
147430,16,1,25,268,74510,2087
79771,12,1,11,497,74513,1000000
125676,19,0,0,213,74514,16474
125791,19,0,0,213,74515,69
157853,19,0,0,213,74515,107
139811,3,1,6,480,74516,47
69235,12,1,13,259,74516,1000000
168534,19,0,24,213,74520,47
103021,18,1,13,121,74520,1000000
146889,35,1,19,274,74524,28430
154471,14,1,10,463,74524,1000000
92904,1,1,2,452,74529,1000000
155249,19,0,0,333,74531,125
112061,2,2,19,205,74533,1000000
127177,18,1,16,107,74533,2684
172522,18,1,35,121,74537,1000000
148801,35,1,13,274,74537,8021
101919,13,1,20,469,74541,1000000
55685,26,1,13,121,74544,42600
115717,3,1,10,137,74545,1000000
173074,29,1,19,213,74547,1887
186157,15,1,16,245,74548,28485
44527,12,1,19,326,74549,1000000
145107,2,1,3,213,74550,47
90485,9,1,25,234,74553,4203
6871,26,1,12,121,74554,1000000
160819,19,299,0,213,74555,34
44527,12,1,16,328,74558,1000000
40167,19,124,0,282,74559,648
155953,10,1,9,113,74562,23
77550,15,1,22,245,74562,1000000
162756,15,1,13,265,74567,1000000
157588,3,1,28,466,74568,50
63483,19,0,0,347,74569,15614
102277,14,1,6,439,74571,1000000
168595,51,0,24,203,74572,360
58026,50,338,0,213,74575,43355
123701,15,1,22,245,74575,1000000
27849,1,1,19,178,74579,1000000
1549,19,298,76,347,74580,6291
95766,3,1,3,442,74584,1000000
37424,107,1,13,171,74587,48520
13346,14,1,14,439,74588,1000000
188319,19,17,24,213,74589,145
26522,2,1,9,364,74592,1000000
73487,107,1,19,171,74592,15064
165163,19,0,38,268,74594,104
81973,23,1,17,153,74596,1000000
129484,2,1,6,401,74598,33
147044,18,1,19,107,74600,1000000
177458,5,1,26,113,74604,32
106267,2,1,18,452,74605,1000000
82150,9,1,19,215,74608,1000000
93430,11,1,3,481,74613,1000000
117915,12,1,13,245,74617,1000000
194110,18,1,19,134,74618,35831
123703,18,1,13,121,74619,846
180499,2,1,40,219,74619,40
91694,18,2,16,121,74621,1000000
29025,18,1,19,134,74625,1000000
121692,14,1,18,439,74629,1000000
164380,19,0,0,213,74630,100
139569,2,1,6,435,74630,41
98052,15,2,20,245,74633,1000000
44889,18,1,13,107,74634,6916
29993,26,1,26,266,74635,2088
31817,35,1,48,21,74636,33493
63550,3,1,12,379,74637,1000000
49057,21,1,13,128,74642,1000000
121026,15,1,98,140,74646,1000000
99915,20,1,14,259,74646,13160
125409,26,1,19,121,74650,1000000
38219,19,40,24,213,74652,2227
55963,2,1,10,469,74654,1000000
211193,29,1,13,213,74656,399
111186,2,1,13,477,74658,1000000
67560,12,1,19,265,74663,1000000
157563,29,1,19,282,74666,4402
55117,9,1,14,215,74667,1000000
122226,13,1,19,477,74671,1000000
155256,35,1,17,274,74672,10773
200234,19,0,38,213,74673,59
92311,9,1,17,244,74675,1000000
85183,19,0,24,213,74676,55443
194110,3,1,19,379,74678,38239
11797,1,1,13,124,74679,1000000
127925,19,343,0,213,74681,35833
176451,35,1,22,274,74682,5595
129005,1,1,1,137,74682,47
121848,12,1,19,205,74683,1000000
168508,19,0,24,213,74685,20042
31784,2,1,20,212,74687,1000000
52019,2,2,66,237,74691,1000000
157948,68,3032,607,347,74696,1000000
202937,19,0,50,210,74697,22146
79747,29,1,19,213,74699,32316
136561,15,1,8,245,74700,1000000
163817,19,0,24,213,74702,81
65285,82,1,19,21,74704,16867
17165,12,1,19,245,74704,1000000
164985,19,0,50,213,74705,32529
210005,19,224,21,213,74708,59
67628,12,1,13,328,74709,1000000
208851,19,0,24,268,74712,2011
7645,14,1,17,401,74713,1000000
129511,18,3032,607,107,74718,1000000
131663,19,0,21,213,74718,93
66743,1,1,13,134,74722,1000000
20970,14,1,13,480,74726,1000000
105215,10,1,17,377,74726,28233
211753,3,1,1,489,74728,26
80949,10,1,13,377,74730,1000000
195375,19,0,24,213,74732,56
147065,15,1,37,3,74734,1000000
131770,10,1,49,113,74736,34
156394,35,1,13,274,74737,10893
81776,3,1,9,137,74739,1000000
24951,10,1,19,113,74740,10201
142337,125,0,607,341,74740,161
211753,14,1,1,349,74742,30
19271,1,1,18,439,74743,1000000
147762,5,1,8,113,74743,36
203491,18,1,41,121,74747,1000000
140084,2,1,19,377,74751,1000000
83795,21,1,3,128,74755,1000000
194289,2,1,13,435,74760,1000000
32487,24,1,13,105,74764,1000000
128910,72,1,6,101,74766,60
1082,18,3032,607,107,74769,1000000
123759,29,1,19,343,74771,8539
95153,72,1,19,101,74772,32325
40314,29,1,13,268,74772,33669
96692,14,1,18,379,74773,1000000
169155,64,1,13,459,74777,15200
42139,15,1,19,430,74777,1000000
66957,64,1,8,459,74782,1000000
135802,19,16,0,213,74782,69
138561,12,1,22,481,74786,1000000
198101,29,1,17,282,74787,65
141130,27,1,53,122,74790,1000000
164306,3,1,6,442,74793,36
26930,35,1,6,274,74794,10080
46549,19,0,24,213,74794,109
17165,18,1,19,121,74794,1000000
178713,1,1,6,135,74795,34
82917,9,1,22,442,74798,1000000
25097,18,1,13,121,74802,1000000
177108,10,1,40,113,74806,36
14645,15,1,13,3,74806,1000000
198173,19,0,24,347,74809,28407
153174,108,1,6,243,74809,121
149040,39,1,19,213,74809,1080
151982,1,1,6,134,74810,20002
148481,19,0,0,213,74810,104
46688,8,1,13,140,74810,1000000
54157,19,0,24,347,74810,8314
114878,2,1,19,205,74814,1000000
192266,29,1,32,101,74815,197
93054,12,2,25,326,74819,1000000
31815,15,1,18,245,74823,1000000
151574,18,1,27,121,74826,5457
192620,2,1,1,377,74827,34
27927,12,1,2,259,74827,1000000
196216,15,1,13,265,74831,1000000
156512,15,1,13,315,74835,1000000
208693,2,1,1,469,74838,20
15957,9,1,27,234,74839,1000000
176062,19,0,38,268,74843,24574
84896,2,1,47,469,74844,1000000
179144,19,21,24,213,74845,101
194345,19,78,0,213,74845,46
121307,6,1,12,459,74848,1000000
35008,18,1,10,121,74852,1000000
192356,12,1,12,245,74856,1000000
36213,2,1,6,205,74860,1000000
105649,52,1,13,379,74863,12428
39784,17,1,3,280,74864,1000000
183284,11,1,19,319,74865,52383
3994,19,100,0,213,74866,784
183108,3,1,6,424,74868,1000000
60580,2,1,13,122,74872,1000000
173306,14,1,6,489,74875,33
34044,2,1,17,212,74876,1000000
76181,29,1,13,343,74878,14299
49495,12,1,13,259,74880,1000000
189734,3,1,28,379,74884,55
53976,18,1,19,121,74885,1000000
98406,19,0,24,347,74885,21098
770,2,1,27,364,74888,1000000
79857,37,1,19,333,74890,67218
186672,3,1,6,137,74891,25513
96198,9,1,13,334,74893,1000000
92873,12,1,18,326,74897,1000000
193086,29,1,9,343,74898,55161
68258,13,1,23,477,74900,1000000
21055,18,1,8,121,74904,1000000
7554,11,1,19,487,74908,1000000
174354,19,0,38,268,74911,49
43067,1,2,2,125,74912,1000000
141413,19,0,0,213,74914,29
201930,11,1,3,487,74916,1000000
150366,3,1,13,173,74920,1000000
127870,29,1,15,213,74920,75
150257,10,1,13,317,74921,20343
49431,24,2,43,178,74924,1000000
8827,19,387,0,213,74925,26623
21574,120,18,0,320,74925,74
83660,9,1,15,234,74928,1000000
176374,1,1,6,349,74928,30
32487,15,1,13,245,74931,1000000
180985,103,1,22,498,74933,2200
105235,3,1,13,19,74935,1000000
114220,14,1,13,467,74939,1000000
171818,19,36,0,213,74940,34
194289,1,1,13,125,74942,1000000
136475,29,2,14,101,74943,25
201534,2,1,40,435,74944,37
9900,15,1,6,315,74945,1000000
65177,19,46,0,213,74946,62036
142726,8,1,13,145,74948,40406
210608,14,2,97,123,74949,1000000
37372,19,0,29,213,74951,27
87635,15,1,18,245,74953,1000000
75617,3,1,17,135,74957,1000000
132441,2,1,1,435,74957,23
193401,19,0,24,343,74957,36979
94186,2,1,13,212,74961,1000000
73516,9,1,37,234,74965,234
105290,9,1,13,244,74966,1000000
140704,3,1,40,442,74969,27
100834,15,1,12,245,74970,1000000
43798,19,0,24,213,74971,49
130717,3,1,1,115,74972,43
124924,2,1,17,205,74975,1000000
79857,18,1,22,107,74979,1000000
187919,18,1,13,107,74984,1000000
183977,10,1,17,113,74985,33
92719,8,1,20,145,74989,1000000
180631,29,1,3,213,74993,62
169278,14,1,19,379,74993,1000000
208880,5,1,18,113,74995,32
131634,175,2,19,101,74995,39
204679,34,1,19,243,74996,28802
196586,11,1,10,122,74997,1000000
50237,1,1,15,134,75001,1000000
130834,12,1,12,497,75005,1000000
152204,2,1,28,377,75006,25
142921,19,0,0,213,75009,70
141374,8,1,17,145,75010,1000000
29322,35,1,19,274,75010,7754
187641,190,1,18,101,75013,191
152204,14,1,28,379,75014,29
180079,1,1,8,24,75014,1000000
203072,19,0,24,347,75016,146
51514,2,1,19,477,75018,1000000
150271,19,0,0,213,75021,104
101601,15,1,13,245,75022,1000000
142159,19,0,24,213,75024,302
133706,35,1,19,274,75025,20554
115230,15,1,6,259,75026,1000000
50028,19,0,24,347,75027,55899
153352,19,2653,24,213,75029,22
44546,10,1,19,113,75031,1000000
80145,14,1,37,401,75034,1000000
150253,19,291,0,213,75035,74
44744,64,1,13,459,75039,1000000
2682,29,1,8,213,75040,52
188990,3,1,18,424,75043,1000000
126757,27,1,13,122,75044,32236
175715,19,0,0,347,75045,43944
126757,26,1,13,121,75046,19623
115880,12,1,13,265,75047,1000000
204173,35,1,19,274,75049,14306
38265,21,2,79,128,75051,1000000
38300,19,40,24,213,75052,2528
81327,2,2,19,205,75055,1000000
74122,20,2,17,259,75059,1000000
179351,72,1,17,101,75061,1257
163783,34,1,19,243,75063,1418
79182,8,1,35,145,75063,1000000
186096,19,109,29,213,75064,43
60640,19,0,24,268,75064,12647
97565,18,1,8,439,75067,1000000
160605,10,1,53,113,75069,31
173809,12,1,6,219,75070,31
139269,19,40,24,213,75070,75
207835,2,1,6,219,75071,22
68382,18,1,13,121,75072,1000000
191355,3,1,14,489,75076,1000000
48282,9,1,19,215,75080,1000000
165719,5,1,3,113,75083,30
48979,12,1,13,259,75084,1000000
210059,29,1,19,213,75088,315
115744,6,1,13,459,75088,1000000
151306,2,1,13,237,75092,1000000
124016,8,1,6,145,75094,47608
128391,1,1,40,135,75094,22
199115,3,1,19,442,75096,1000000
129314,19,101,29,213,75097,39
141575,35,1,13,274,75097,34500
140409,19,16,0,213,75098,274
122412,26,1,15,266,75100,1000000
77628,2,1,32,219,75104,1000000
54435,35,1,19,274,75108,19509
176612,19,0,38,268,75108,42
63862,9,1,13,258,75109,1000000
162204,19,0,21,213,75111,234
113454,10,1,13,317,75113,11759
99856,12,1,13,259,75114,1000000
129835,29,1,19,210,75115,18328
147153,2,1,10,477,75118,1000000
29617,15,1,20,315,75122,1000000
80428,8,1,22,145,75125,46460
172483,15,1,16,111,75126,1000000
53544,25,2,13,259,75130,1000000
81097,20,1,13,478,75131,56764
44673,29,2,17,343,75133,64058
136163,130,0,29,213,75134,559
11161,15,1,20,315,75135,1000000
145318,19,0,38,268,75137,2602
151683,45,1,19,213,75138,204
48919,12,1,6,245,75139,1000000
88531,35,1,19,274,75139,12201
40440,14,1,20,442,75143,1000000
99769,12,1,13,265,75147,1000000
204163,29,1,19,333,75147,45
114235,18,3032,607,107,75151,1000000
137320,19,0,0,268,75153,62265
109537,18,1,19,121,75155,1000000
44067,8,1,2,145,75159,1000000
162994,14,1,6,401,75162,20
117869,74,1,32,21,75163,1000000
6681,18,1,17,121,75168,1000000
119369,12,1,15,265,75172,1000000
8318,11,1,19,122,75174,1041
162994,3,1,6,424,75175,49
160957,19,0,0,213,75175,8909
63862,2,1,13,258,75176,1000000
99075,29,1,10,282,75178,15886
121582,9,1,18,232,75180,1000000
18914,19,88,24,333,75182,172
172730,2,1,13,469,75184,1000000
20547,21,1,20,128,75189,1000000
149225,3,1,40,409,75190,25
206362,15,1,13,245,75191,18228
162073,8,1,13,145,75192,1000000
93082,15,1,19,153,75196,1000000
158541,19,67,24,213,75198,36
42017,2,1,28,401,75200,1000000
194932,1,1,6,439,75201,41
149225,14,1,40,349,75203,35
91661,2,1,19,205,75203,1000000
202447,5,1,31,377,75207,1000000
148519,14,1,6,489,75207,26
20204,18,1,13,121,75210,1000000
124842,18,3032,607,107,75213,1000000
92269,19,40,24,213,75215,52385
108284,210,0,67,347,75216,50289
182155,8,1,19,145,75217,1000000
72967,8,1,19,140,75218,27701
90509,9,1,17,258,75220,1000000
172534,19,136,24,333,75223,65
73487,15,1,22,315,75223,1000000
188139,10,1,17,113,75223,2
145316,18,1,13,121,75223,64598
49157,15,1,37,245,75226,1000000
118123,29,1,28,343,75227,34897
99482,12,1,19,265,75229,1000000
79881,19,0,21,347,75232,3938
194932,15,1,6,430,75232,41
15305,9,1,19,134,75233,1000000
139615,66,1,13,101,75233,83
172397,35,1,22,274,75234,8400
102592,9,1,3,134,75236,1000000
164244,19,0,24,213,75238,113
26422,15,1,19,140,75239,1000000
95946,20,1,20,259,75242,1000000
89196,5,1,8,113,75245,8
23761,9,1,25,258,75246,1000000
184031,29,1,18,213,75246,985
3964,1,1,13,178,75249,1000000
158466,35,1,13,274,75250,23955
16605,3,1,22,137,75253,1000000
182562,6,1,18,110,75256,171
79857,2,1,16,469,75257,1000000
2574,21,1,35,128,75260,1000000
89606,19,437,0,213,75262,19008
47313,9,1,22,442,75264,1000000
44589,20,1,10,259,75267,1000000
110171,28,1,19,135,75271,1000000
1519,3,1,22,489,75276,1000000
187920,19,16,0,213,75278,62
108040,12,1,1,245,75279,1000000
141871,19,136,29,213,75282,55
69017,14,1,22,379,75283,1000000
119856,8,1,19,145,75283,18453
17845,19,0,50,213,75284,60162
99862,2,1,53,477,75287,1000000
37490,15,1,19,245,75291,1000000
167528,20,2,60,259,75295,1000000
92348,2,1,35,364,75299,1000000
197397,9,1,19,134,75301,67712
75826,2,1,16,377,75303,1000000
131691,35,1,19,274,75306,47442
178342,3,1,28,442,75306,43
114816,11,1,37,481,75307,1000000
59125,2,2,40,205,75311,1000000
208934,14,1,1,401,75315,51
